STOP_WAS_INITIATED,JURISDICTION_DESCRIPTION,OBSERVED_DURATION_MINUTES,SUSPECTED_CRIME_DESCRIPTION,STOP_DURATION_MINUTES,OTHER_PERSON_STOPPED_FLAG,FRISKED_FLAG,SEARCHED_FLAG,ASK_FOR_CONSENT_FLG,CONSENT_GIVEN_FLG,WEAPON_FOUND_FLAG,PHYSICAL_FORCE_VERBAL_INSTRUCTION_FLAG,SUSPECTS_ACTIONS_PROXIMITY_TO_SCENE_FLAG,SEARCH_BASIS_INCIDENTAL_TO_ARREST_FLAG,SUSPECT_SEX,SUSPECT_RACE_DESCRIPTION,SUSPECT_BODY_BUILD_TYPE,STOP_LOCATION_SECTOR_CODE,STOP_LOCATION_BORO_NAME,SUSPECT_ARRESTED_FLAG
3,1,1,,5,2,2,2,2,2,1,2,,,2,4,2,3,1,1
3,1,1,16,5,1,2,1,1,,1,2,,,2,4,3,3,1,1
2,,1,,5,1,2,1,2,2,1,2,,,2,1,2,1,1,1
2,,1,,2,1,2,1,1,2,1,2,,,2,1,2,2,1,1
3,,1,3,4,2,1,1,1,1,1,2,2,,2,3,2,2,1,1
3,,1,3,4,2,1,1,1,1,1,2,2,,2,3,2,2,1,1
2,,1,,10,1,2,1,2,2,1,2,,,2,4,1,1,1,1
3,1,2,1,15,1,2,2,1,2,1,2,,,2,3,2,4,1,1
2,1,1,,1,1,2,2,2,2,1,2,,2,2,1,4,3,1,2
2,1,1,,2,1,2,2,2,2,2,2,,2,2,4,3,1,1,2
2,,1,,5,1,2,2,1,2,2,2,,2,2,1,3,2,1,2
3,1,1,23,10,1,2,1,2,2,1,2,2,,2,1,3,3,1,1
3,,1,3,25,1,2,1,2,2,1,2,2,,2,1,3,3,1,1
3,,1,,10,1,2,1,1,1,1,2,,,2,4,2,,1,1
2,1,1,,1,1,2,2,1,2,2,2,,2,2,1,3,1,1,2
2,1,3,,2,2,2,1,2,2,2,2,,,2,3,3,2,1,1
3,1,0,23,15,2,1,1,1,1,1,2,2,,1,1,3,2,2,1
3,1,0,23,15,2,1,1,1,1,1,2,2,,1,5,3,2,2,1
3,1,1,23,5,2,1,1,1,1,1,2,2,,2,1,3,4,2,1
3,1,0,23,4,1,1,1,1,1,1,2,2,,2,1,1,4,2,1
3,1,1,3,20,1,1,1,1,1,1,,,,2,5,3,4,2,1
3,1,1,3,10,1,1,1,1,1,1,2,,,2,4,2,1,2,1
3,,1,3,10,1,1,1,1,1,1,2,,,1,4,2,1,2,1
3,1,1,,10,1,2,2,2,2,2,2,2,,2,1,3,3,2,1
3,,0,1,5,1,1,2,1,1,1,2,,2,2,4,1,3,2,2
3,,0,,8,1,2,1,1,2,1,2,,,2,1,3,2,2,1
3,1,2,,15,1,2,2,2,2,1,2,,,2,4,2,4,2,1
3,,1,1,4,1,1,1,1,1,1,2,,,2,1,3,2,2,1
3,,1,11,5,1,1,1,1,1,1,2,2,,2,1,2,3,2,1
2,1,5,22,2,1,1,1,1,1,1,2,,,1,1,2,3,2,1
2,,1,,3,1,1,1,1,1,1,2,,,2,4,2,3,2,1
1,1,1,,14,1,2,1,1,1,1,,2,,2,1,2,1,2,1
2,2,0,,12,1,1,2,2,2,2,2,,,2,1,3,3,2,1
2,1,1,,1,1,2,2,1,1,2,,,,2,1,3,1,2,2
2,1,3,,5,1,2,2,2,2,1,2,,,2,1,3,2,2,1
2,1,1,,6,2,2,1,2,2,1,2,2,,2,1,3,2,2,1
2,1,1,,6,2,2,1,2,2,1,2,2,,2,1,3,2,2,1
2,,1,,6,2,2,1,1,2,1,2,2,,2,1,3,2,2,1
2,,1,,6,2,2,1,1,2,1,2,2,,2,1,2,2,2,1
2,1,1,,3,1,2,1,2,2,2,2,,,2,1,2,2,2,1
1,1,0,13,10,1,1,1,1,1,1,2,2,,2,4,3,1,2,1
2,1,1,,4,1,2,1,1,1,1,2,,,2,1,3,2,2,1
3,1,1,5,20,2,2,2,2,2,1,2,2,,2,4,3,1,2,1
3,1,1,23,5,2,2,1,1,1,1,2,,,2,1,2,2,2,1
3,1,1,,5,1,2,1,2,2,1,2,,,2,1,2,2,2,1
3,,0,3,15,1,2,1,2,2,1,2,,,2,1,2,2,2,1
1,,1,19,12,1,2,1,1,1,1,,,,2,1,2,4,2,1
3,1,1,,5,1,2,2,,,2,2,2,2,2,1,2,2,2,2
2,,1,,2,1,2,1,1,1,1,2,,,2,1,1,4,2,1
2,3,10,26,20,1,1,1,1,1,1,2,2,,1,1,3,2,2,1
3,3,0,,5,1,2,1,1,1,1,2,2,,1,1,2,3,2,1
3,1,1,,5,2,2,1,1,1,1,2,,,1,1,2,1,2,1
3,1,1,1,13,2,2,1,1,1,1,2,,,2,1,3,3,2,1
3,3,1,1,13,2,2,1,1,1,1,2,,,2,1,3,3,2,1
2,1,1,19,5,1,2,2,1,,2,2,,,2,1,1,4,2,2
3,1,0,13,15,1,1,1,1,1,1,2,,,2,3,3,1,2,1
3,,15,3,20,1,2,2,2,2,1,,,,2,4,3,1,2,1
2,,5,6,7,1,1,1,1,1,1,2,,,2,2,2,4,2,1
1,,5,,2,1,2,1,1,1,2,2,,,2,4,1,2,2,1
3,1,1,19,5,2,1,2,1,1,1,2,2,,2,1,3,3,2,2
3,,1,19,5,2,1,2,1,1,1,2,2,,2,4,1,3,2,2
3,1,1,3,10,1,2,1,1,1,1,2,2,,2,1,3,2,2,1
3,,1,,2,1,2,1,1,1,1,2,2,,2,1,1,2,2,1
2,1,1,,5,1,1,1,1,1,1,,,,2,1,2,3,2,1
2,1,1,,5,2,2,1,1,1,1,2,,,2,1,3,3,2,1
1,1,0,19,20,1,2,2,2,2,1,2,2,,,1,2,2,2,1
2,1,1,3,7,1,2,1,1,1,1,2,,,2,4,2,1,2,1
3,3,1,,2,1,2,1,2,2,1,2,,,2,3,4,2,2,1
1,1,1,23,5,2,2,1,1,1,1,2,,,2,3,,3,2,1
1,1,1,,5,2,2,1,2,2,1,2,,,2,1,3,1,4,1
3,1,10,,20,1,2,1,1,1,1,2,2,,2,1,3,1,4,1
3,,1,,16,2,2,1,1,1,1,2,2,,2,4,2,2,4,1
2,,2,26,5,1,1,2,1,2,1,2,,,2,2,2,1,4,1
3,1,1,23,10,2,1,1,1,1,1,2,2,,2,4,3,2,4,1
3,1,1,23,10,2,1,1,1,1,1,2,2,,2,4,2,2,4,1
3,1,1,23,10,2,1,1,1,1,1,2,2,,2,1,3,2,4,1
3,1,1,23,10,2,1,1,1,1,1,2,2,,1,5,2,2,4,1
2,,1,,14,2,2,1,1,1,1,2,,,2,4,3,2,4,1
2,,1,,15,2,2,1,1,1,1,2,,,2,1,2,2,4,1
2,,1,,15,2,2,1,,,1,2,,,2,1,2,2,4,1
2,,1,,15,2,2,1,,,1,2,,,2,3,1,2,4,1
3,1,1,,28,1,2,1,1,1,1,2,,,2,1,3,3,4,1
1,1,10,1,5,1,1,1,1,1,1,2,,,2,3,1,1,4,1
3,1,1,23,10,2,2,2,1,1,1,,,,2,4,3,1,4,1
1,1,1,23,10,2,2,2,1,1,1,,,,2,4,2,1,4,1
3,,1,1,6,1,2,1,1,1,1,2,2,,2,4,2,1,4,1
3,1,1,19,5,2,1,1,1,1,1,2,2,,2,1,3,1,4,1
3,1,1,23,20,2,2,1,1,1,1,2,2,,2,4,2,1,4,1
3,1,1,18,10,1,1,1,1,1,1,2,2,,2,1,1,3,4,1
2,,1,1,3,1,1,1,1,1,1,2,2,,2,1,3,2,4,1
3,,1,3,60,2,1,2,1,1,1,2,2,2,2,1,2,4,4,2
3,,1,3,60,2,1,2,1,1,1,2,2,2,2,1,2,4,4,2
3,,1,3,60,2,1,2,1,1,1,2,2,2,2,1,2,4,4,2
3,,0,,10,1,2,1,1,1,2,2,2,,2,1,4,4,4,1
1,1,1,1,10,1,1,2,1,1,2,2,2,2,2,4,2,4,4,2
3,1,0,,5,2,2,2,1,1,1,2,,,2,5,3,3,4,1
3,,1,23,5,1,1,1,1,1,1,2,2,,2,1,3,2,4,1
3,,1,19,5,2,1,1,1,1,1,2,2,,2,4,2,2,4,1
3,,1,19,5,2,1,1,1,1,1,2,2,,2,4,2,2,4,1
3,1,1,13,8,1,1,1,,1,1,2,2,,2,4,2,2,4,1
1,1,2,16,20,1,2,1,2,2,1,2,,,2,2,3,1,4,1
3,,1,23,15,1,2,1,1,1,1,2,2,,2,3,2,3,4,1
1,,1,14,8,2,2,1,1,1,1,2,2,,2,4,2,2,4,1
1,1,1,14,8,2,2,1,1,1,1,2,2,,2,4,2,2,4,1
3,,1,14,12,2,2,2,1,1,1,2,2,,2,4,2,4,4,1
3,,0,1,14,2,2,2,2,2,1,2,2,,2,1,2,4,4,1
3,,0,1,14,2,2,2,2,2,1,2,2,,2,1,1,4,4,1
3,1,1,,5,1,2,1,1,1,1,2,,,2,1,2,3,4,1
2,1,1,26,10,1,1,1,1,1,1,2,,,2,1,3,2,4,1
3,,1,23,3,1,2,1,1,,1,2,,,2,1,2,3,4,1
3,,1,,5,1,2,1,2,2,1,2,2,,2,1,2,4,4,1
1,,0,,5,1,2,1,2,2,1,2,,,2,1,3,2,4,1
3,3,5,1,4,1,1,1,1,1,1,2,,,2,1,2,4,4,1
3,,1,19,5,1,1,2,2,2,1,2,,,1,4,2,3,4,1
3,1,1,19,10,1,1,2,2,2,1,2,2,2,2,1,2,1,5,2
3,,1,26,6,1,1,2,2,2,1,2,2,,2,4,3,1,5,1
3,1,0,3,5,1,1,1,1,1,1,2,2,,2,2,2,1,5,1
1,,1,,3,1,2,2,1,1,1,2,,,2,3,3,5,1,1
3,1,1,,5,1,2,1,1,1,1,2,2,,2,1,1,2,1,1
2,3,5,,10,2,2,1,2,2,1,2,2,,2,3,3,2,1,1
3,3,5,16,10,1,2,1,1,1,2,,,,1,1,3,2,2,1
2,1,5,3,14,1,2,2,2,2,1,2,2,,2,4,2,4,4,1
1,,1,23,30,1,2,1,1,1,1,2,2,,2,1,2,4,1,1
3,1,1,3,10,1,2,2,1,1,1,2,2,2,2,1,3,4,3,2
1,,1,,2,2,2,1,1,1,1,2,,,2,1,3,3,3,1
3,2,5,1,10,1,1,1,1,1,1,2,2,,1,4,3,4,1,1
2,1,10,3,7,1,2,1,1,1,1,2,,,2,4,3,3,4,1
1,,1,14,5,2,1,1,1,1,1,2,2,,2,1,4,1,4,1
1,,1,14,5,2,1,1,1,1,1,2,2,,2,1,4,1,4,1
3,,2,23,5,1,2,1,1,2,1,2,2,,2,1,2,4,2,1
2,1,1,14,10,1,2,2,1,1,1,,,,2,1,3,4,2,1
1,1,1,,10,2,2,2,1,1,1,2,2,,2,1,3,1,4,1
3,,1,3,20,2,2,1,1,1,1,2,2,,2,1,2,3,2,1
3,,0,,11,1,2,1,1,2,1,2,2,,2,1,3,1,4,1
2,,1,,5,2,2,1,1,2,1,2,,,2,3,3,3,1,1
2,,1,,5,2,2,1,1,2,1,2,,,2,4,3,3,1,1
3,1,0,3,4,1,2,1,1,1,1,2,2,,2,1,2,3,4,1
2,1,0,,5,1,2,1,1,2,1,2,,,2,1,2,3,1,1
3,,1,,5,1,2,1,2,2,1,2,2,,2,1,2,1,1,1
3,1,1,23,50,1,1,1,1,1,1,2,2,,2,1,3,1,4,1
1,2,2,,5,1,2,1,1,1,1,2,,,2,1,3,1,1,1
3,3,1,,5,1,2,1,1,1,1,2,2,,2,1,4,4,3,1
2,,1,,15,2,2,1,1,1,1,2,,,2,4,1,2,4,1
3,1,5,1,5,1,1,1,1,1,1,2,2,,2,4,2,3,2,1
3,1,1,,15,2,2,1,1,1,1,2,,,2,1,3,3,2,1
3,1,1,,15,2,2,1,1,1,1,2,,,2,1,3,3,2,1
3,1,1,,15,2,2,1,1,1,1,2,,,2,1,2,3,2,1
3,1,1,,15,2,2,1,1,1,1,2,,,2,1,3,3,2,1
3,,1,,3,1,2,1,2,2,1,2,2,,2,1,2,4,1,1
2,1,5,23,5,1,1,1,1,2,1,2,,,2,1,3,4,2,1
2,3,1,11,3,1,2,2,1,1,1,2,,2,2,1,3,2,3,2
3,1,1,19,8,1,2,2,1,,1,2,2,2,2,1,2,2,3,2
3,,1,3,40,1,1,1,1,1,1,2,2,,2,1,3,2,4,1
3,3,1,,5,1,2,1,2,2,1,2,2,,2,1,1,1,5,1
2,1,1,,5,2,2,2,1,1,1,2,,2,2,3,2,3,1,2
3,1,1,1,13,1,2,1,1,1,1,2,2,,2,1,2,1,3,1
2,3,1,11,5,1,1,2,1,1,1,2,,2,2,1,2,2,3,2
3,3,1,,5,1,1,1,1,1,1,2,,,2,1,2,1,1,1
2,2,15,25,25,1,1,2,1,2,1,2,,2,2,1,3,4,2,1
2,3,1,22,2,2,2,1,1,1,1,2,,,2,4,3,3,4,1
3,,0,23,1,1,2,1,2,1,1,2,2,,2,1,2,4,4,1
3,1,2,13,5,1,1,2,,,1,2,2,2,2,1,3,4,4,2
1,,1,,5,1,2,1,1,1,1,2,2,,2,1,3,4,4,1
3,1,0,1,8,1,1,2,1,1,1,,,2,2,4,1,4,4,1
3,2,1,23,30,2,1,2,1,1,1,,,2,2,1,3,3,2,2
2,1,1,11,10,2,2,1,1,1,1,2,,,2,1,3,1,2,1
2,1,1,,3,2,1,2,1,1,2,2,,2,2,3,3,2,1,2
3,1,2,1,10,2,2,2,1,1,1,2,2,2,2,4,3,1,1,1
3,,2,4,25,2,1,1,1,1,1,2,,,2,1,2,1,2,1
1,,1,23,1,1,2,2,2,2,1,2,,,2,1,2,1,2,1
2,,1,,15,1,2,1,1,1,1,2,,,2,1,3,4,2,1
1,1,2,15,22,2,1,1,1,1,1,2,2,,1,2,3,2,3,1
3,3,2,,2,1,2,1,1,2,1,2,2,,2,1,1,4,3,1
1,3,1,22,5,2,2,2,1,1,1,2,,2,2,1,2,4,3,2
1,3,1,22,5,2,2,2,1,1,1,2,,2,2,1,3,4,3,2
1,3,1,22,5,2,2,2,1,1,1,2,,2,2,1,3,4,3,2
1,3,1,22,5,2,1,2,1,1,1,2,,2,2,1,3,4,3,2
1,3,1,22,5,1,1,2,1,1,1,2,,2,2,1,2,4,3,2
3,1,1,14,5,1,1,2,1,,1,2,,2,2,2,3,1,5,2
3,3,1,1,20,1,2,2,2,2,2,2,2,,2,1,3,4,2,1
3,1,1,23,15,1,1,1,1,1,1,2,2,,2,1,3,3,3,1
1,1,1,1,20,2,1,2,1,1,1,,,2,2,1,3,4,3,2
3,1,2,19,9,2,1,1,1,1,1,2,2,,2,4,2,2,3,1
1,1,1,13,10,2,1,1,1,1,1,2,,,1,1,3,3,3,1
1,1,1,13,10,2,1,1,1,1,1,2,,,1,1,1,3,3,1
1,1,1,13,10,2,1,1,1,1,1,2,,,1,1,3,3,3,1
3,1,1,19,19,1,1,2,1,,1,2,2,2,1,1,2,4,3,2
1,,0,1,15,1,2,1,1,1,1,2,2,,,5,2,1,3,1
1,,0,1,4,1,1,1,1,,1,2,,,1,2,3,3,3,1
3,1,2,19,8,2,1,1,1,1,1,2,,,1,1,2,3,3,2
1,1,1,1,15,1,2,2,1,,1,2,2,,2,4,2,1,3,1
3,1,2,1,8,1,2,2,1,1,1,2,,2,2,4,1,2,3,2
3,1,15,3,15,1,1,2,2,2,1,2,,2,1,4,3,3,3,2
1,1,1,19,10,1,2,2,1,1,1,2,2,2,1,5,3,3,3,1
1,3,1,23,5,2,1,1,1,1,1,2,2,,2,1,3,3,3,1
2,1,5,19,5,1,1,1,1,1,1,2,,,2,4,1,3,3,1
3,3,1,1,10,1,1,1,1,1,1,2,,,2,1,3,1,3,1
2,3,1,11,10,1,1,1,1,1,1,2,,,2,4,3,1,3,1
2,1,30,15,125,1,1,1,1,1,1,2,2,,2,3,2,3,3,1
1,1,2,12,6,1,1,1,1,1,1,2,,,2,1,2,3,3,1
1,1,1,13,15,1,2,2,2,2,1,2,,,2,1,2,1,3,1
3,,11,19,6,2,1,2,1,1,1,2,,2,2,2,3,4,3,2
2,3,1,14,9,1,1,2,2,2,1,2,,2,2,4,1,1,3,2
3,1,1,3,14,1,2,2,1,1,1,2,2,2,2,2,3,3,3,2
2,,1,19,20,1,1,2,1,1,1,2,,2,2,4,3,4,3,2
3,1,1,19,90,1,1,2,1,,1,2,,2,2,1,3,3,3,2
3,1,1,19,15,1,2,2,1,1,2,2,,2,2,1,2,3,3,2
3,,5,13,30,1,2,2,1,1,2,2,,,2,1,3,3,3,2
3,1,1,3,5,1,2,2,1,1,1,2,2,2,2,2,3,1,3,2
1,1,1,1,10,1,2,2,1,1,1,2,2,2,2,1,3,2,3,2
3,1,1,23,5,1,2,1,1,1,1,2,2,,2,1,3,3,3,1
3,1,1,23,1,1,2,2,1,1,2,2,,2,2,2,3,4,3,2
3,1,1,23,3,2,1,1,1,1,1,2,,,2,1,2,1,3,2
3,1,1,23,10,2,2,2,1,1,2,2,2,2,2,1,3,4,3,2
1,,0,23,3,1,1,1,1,1,1,2,,,2,1,3,4,3,1
3,,0,13,8,1,1,1,1,,1,2,,,2,1,3,1,3,1
3,1,0,1,10,1,2,1,1,1,1,,2,,2,1,2,4,3,1
3,2,1,16,10,1,1,1,1,1,1,2,,,2,3,4,2,3,1
1,1,0,,10,1,2,1,2,2,1,2,,,2,1,4,5,3,1
1,1,1,19,1,1,2,2,1,1,1,2,,2,2,4,3,5,3,2
2,1,2,26,20,2,1,1,1,1,1,,,,2,4,1,4,3,1
1,1,2,13,10,1,1,2,2,2,1,2,2,,1,1,3,5,3,1
3,2,1,12,24,1,1,1,1,1,1,2,,,2,1,2,3,3,1
3,1,2,1,2,1,1,1,1,1,1,2,,,2,2,1,2,3,2
3,1,1,19,8,1,2,2,1,1,1,2,2,2,2,1,3,2,3,2
3,1,1,19,2,1,1,1,1,1,1,2,2,,1,1,2,2,3,2
3,,1,23,10,2,1,1,1,1,1,2,,,2,1,3,1,3,2
3,,1,23,10,2,1,1,1,2,1,2,,,2,3,2,1,3,2
3,,1,23,10,2,1,1,1,1,1,2,,,2,1,2,1,3,2
3,,1,23,10,2,1,1,1,1,1,2,,,2,4,3,1,3,2
3,1,1,,2,2,1,1,1,1,2,2,,,1,4,2,3,3,1
3,1,1,1,11,1,1,1,1,1,1,2,,,2,1,1,3,3,1
3,1,0,,5,1,2,2,2,2,1,2,,,2,1,4,1,3,1
2,2,2,4,8,1,1,1,2,2,1,2,2,,2,5,3,5,3,1
3,1,1,1,4,1,2,1,1,1,1,2,2,,2,1,2,1,3,2
3,1,0,1,3,1,1,1,1,1,1,2,2,,2,3,2,1,3,1
3,,1,,5,2,2,2,2,2,1,2,,,2,4,3,4,3,1
1,1,1,19,10,1,2,2,1,1,1,2,2,2,2,4,2,2,3,2
3,1,10,,3,1,2,2,1,1,1,2,2,,2,4,1,4,3,1
2,1,1,19,5,1,1,1,,,1,2,,2,2,3,3,1,3,2
3,3,5,23,10,1,2,2,2,2,2,2,2,2,2,1,3,4,3,2
2,,1,1,10,1,1,1,1,1,1,2,,,2,1,3,3,3,2
3,,1,13,7,1,1,1,1,1,1,2,,,2,4,3,3,3,2
3,1,1,19,10,1,1,1,2,2,1,2,2,,2,3,3,3,3,1
3,1,2,26,15,1,2,2,1,1,1,,,2,2,1,2,3,3,1
1,,1,19,5,1,1,1,1,1,1,2,,,2,3,3,1,3,1
3,1,5,19,20,2,2,2,1,1,1,2,2,2,2,2,3,1,3,2
3,1,1,23,4,1,2,1,1,2,1,2,2,,2,1,1,3,3,1
3,1,0,1,5,1,2,1,1,2,1,2,,,2,2,3,3,3,1
3,1,1,1,25,1,1,1,1,1,1,2,,,2,1,1,2,3,1
1,,1,5,10,1,1,1,1,,1,2,,,1,1,3,2,3,1
3,1,1,5,14,1,1,1,1,1,1,2,,,2,1,2,1,3,1
3,3,1,26,3,1,2,1,2,2,1,2,,,2,3,2,4,3,1
3,3,1,26,60,1,1,2,1,1,1,,,2,2,1,3,3,3,2
1,1,1,1,5,1,2,2,1,,1,2,2,,2,2,3,2,3,2
2,,2,23,1,1,1,1,1,1,1,2,,,2,1,2,4,3,1
3,3,1,23,4,1,1,2,1,1,1,2,,2,2,4,3,4,3,2
3,,1,19,5,1,1,1,1,1,1,2,2,,2,1,2,1,3,1
3,3,1,16,5,1,1,2,1,1,2,2,,2,2,1,2,2,3,2
2,,5,,2,1,2,2,2,2,1,2,,2,2,1,2,2,3,1
3,1,1,,10,1,2,1,1,1,1,2,,,2,1,3,2,3,1
3,1,1,1,12,1,2,1,1,1,1,2,,,2,1,2,2,3,2
2,,10,26,10,2,1,1,1,1,1,2,,,2,2,3,4,3,1
3,3,5,,2,2,2,1,1,1,1,2,2,,2,1,3,1,3,1
3,1,1,19,8,1,1,2,1,1,1,2,2,2,2,1,3,2,3,2
2,3,3,11,15,1,1,1,1,1,1,2,,,2,1,2,3,3,1
3,,1,4,5,1,2,2,1,1,1,,2,,2,1,2,2,3,1
3,1,1,1,10,1,1,1,,,1,2,,,2,3,2,1,3,1
1,,1,19,21,1,1,1,1,1,1,2,2,,2,1,2,2,3,2
3,1,1,3,12,1,2,1,1,1,1,,,,1,3,2,3,3,2
3,,1,19,15,2,1,2,1,2,1,2,2,2,1,1,2,1,3,2
2,3,10,11,3,2,1,2,1,1,1,2,,2,2,4,2,3,3,2
3,1,1,,1,1,2,2,2,2,1,2,,2,2,1,1,3,3,2
1,1,1,1,30,1,2,1,,,1,,,,2,1,3,4,3,1
1,3,1,1,12,1,2,1,1,1,1,2,2,2,,1,2,2,3,2
1,1,1,,1,2,2,1,1,2,1,2,2,,2,1,4,3,3,1
2,1,2,4,5,1,2,1,2,2,1,2,2,,2,1,3,4,3,1
1,1,0,23,10,1,1,2,1,2,1,2,,,1,1,3,2,3,1
1,1,1,23,26,2,1,1,1,1,1,2,,,2,1,2,2,3,1
1,1,1,23,30,2,1,1,1,1,1,2,2,,1,1,3,2,3,1
1,1,1,23,30,2,1,1,1,1,1,2,2,,1,1,3,2,3,1
1,1,1,23,30,2,1,1,1,1,1,2,2,,2,3,2,2,3,1
1,1,1,23,30,2,1,1,1,1,1,2,2,,1,1,3,2,3,1
1,1,1,23,30,2,1,1,1,1,1,2,2,,1,1,3,2,3,1
1,1,1,23,30,2,1,1,1,1,1,2,2,,2,1,2,2,3,1
1,1,1,23,30,2,1,1,1,1,1,2,2,,1,1,3,2,3,1
1,1,1,23,30,2,1,1,1,1,1,2,2,,2,1,2,2,3,1
1,1,3,,17,1,2,1,1,1,1,,,,1,1,1,3,3,1
1,,1,1,5,1,2,2,1,,1,2,,,2,1,3,2,3,2
1,,1,1,5,1,1,2,2,2,1,2,,2,1,3,2,3,3,2
3,,1,5,1,1,1,1,1,1,1,2,,,2,1,3,2,3,2
3,1,0,5,5,1,1,1,1,1,1,2,,,2,1,3,3,3,1
3,1,1,16,11,1,2,2,1,,1,2,2,2,1,1,2,2,3,2
3,1,1,,5,1,2,1,2,2,1,,,,2,1,2,2,3,1
3,1,3,,3,1,1,2,2,2,1,2,,,1,1,3,4,3,1
2,3,1,11,1,1,1,2,1,,1,2,,2,2,1,1,2,3,2
3,,1,19,11,1,1,2,1,1,1,2,2,2,2,1,3,1,3,2
3,1,1,23,10,2,1,2,1,1,1,,,,2,1,3,3,3,2
3,3,1,1,1,1,1,1,1,1,1,2,,,2,1,2,3,3,1
3,,1,19,10,1,1,2,1,1,1,2,2,2,2,3,2,1,3,2
3,1,1,19,5,1,1,1,1,1,1,2,,,2,1,3,1,3,1
3,,0,3,30,1,2,1,1,1,1,,2,,2,2,3,3,3,1
3,3,5,11,10,2,1,1,1,1,1,2,,,2,3,3,1,3,1
3,3,5,11,10,2,1,1,1,1,1,2,,,2,1,3,1,3,1
3,,0,23,50,1,2,2,1,1,1,,,,2,1,1,3,3,1
3,,1,,2,1,2,1,2,2,1,2,2,,1,1,1,4,3,1
3,,5,23,4,2,2,2,1,1,1,,2,2,2,1,3,4,3,2
3,,1,1,8,1,2,1,1,1,1,,2,,2,3,2,2,3,1
2,3,2,11,5,1,1,2,1,1,1,2,,2,2,1,2,2,3,2
2,3,2,11,5,2,1,2,1,1,1,,,2,2,1,2,2,3,2
2,3,2,11,5,2,1,2,1,1,1,2,,2,2,1,2,2,3,2
3,1,1,1,10,1,1,1,1,1,1,2,,,2,1,3,3,3,1
1,1,1,1,20,1,1,1,1,1,1,2,,,2,1,2,2,3,1
3,1,1,19,1,1,1,1,1,1,1,2,,,1,1,3,3,3,2
3,1,1,19,1,1,1,1,1,1,1,2,,,2,1,3,1,3,2
3,,2,23,4,1,1,1,1,2,1,2,,,2,3,3,2,3,1
3,1,1,23,10,1,1,1,1,1,1,2,2,,2,3,3,1,3,2
3,1,0,19,30,1,1,1,2,2,1,2,2,,2,1,2,2,3,1
3,,3,13,3,1,1,1,1,1,1,2,,,1,1,3,3,3,1
3,,3,13,5,1,1,1,1,1,1,2,,,2,1,3,3,3,1
3,1,1,,10,2,2,1,1,1,1,2,,,2,1,2,1,3,1
3,,3,13,5,1,1,1,1,1,1,2,,,2,1,2,3,3,1
3,2,1,,0,1,2,2,1,1,1,2,,,2,1,2,4,3,1
3,1,1,23,5,2,2,1,1,1,1,2,,,2,4,3,4,3,1
2,3,2,11,5,2,2,2,1,2,1,2,2,2,1,1,2,2,3,2
3,,1,23,15,2,1,1,,,1,2,2,,2,,3,3,3,1
3,3,1,,3,1,2,1,1,,1,2,2,,2,1,2,4,3,1
3,1,1,23,10,1,2,2,1,1,1,2,2,,2,1,3,,3,1
3,,1,19,5,1,1,2,1,1,1,2,,2,2,1,3,2,3,2
3,,6,,14,2,1,2,1,1,2,2,2,,2,1,2,2,3,2
3,1,2350,,14,2,2,2,1,1,2,2,2,2,2,1,4,2,3,2
1,,1,,10,1,2,1,1,1,1,2,,,2,1,1,4,3,1
3,1,1,13,10,1,1,2,2,2,1,2,2,2,2,1,2,2,3,2
3,2,1,,10,2,1,2,1,,1,2,,2,1,1,1,4,3,2
3,2,1,,10,2,1,2,1,,1,2,,2,2,1,3,4,3,2
2,3,10,11,5,1,1,2,1,1,1,2,,2,2,1,2,2,3,2
1,,0,1,20,2,2,1,1,1,1,2,2,,2,1,3,1,3,1
2,3,20,11,5,1,1,2,1,1,1,2,,2,1,1,3,2,3,2
1,,2,,1,2,2,1,1,1,1,2,,,2,1,3,2,3,1
3,2,5,26,10,1,1,1,1,1,1,2,,,2,1,3,3,3,1
3,1,2,19,10,1,1,2,1,1,1,2,,2,2,4,3,3,3,2
3,1,1,23,10,2,2,2,1,1,1,2,,2,2,4,,3,3,2
3,1,1,23,10,2,2,2,1,1,1,2,,2,2,4,,3,3,2
3,1,1,23,10,2,2,2,1,1,1,2,,2,2,1,,3,3,2
3,1,1,3,40,1,1,1,1,1,1,2,,,2,4,3,4,3,1
1,,1,1,15,1,2,2,1,1,2,2,,2,2,4,2,4,3,2
1,,1,1,5,1,1,2,1,1,1,2,2,2,1,1,3,1,3,2
3,,1,19,10,1,1,1,1,1,1,2,2,,2,1,3,1,3,1
1,1,0,23,10,1,2,2,1,1,1,,,2,1,3,3,3,3,2
1,1,2,5,14,1,1,1,1,1,1,2,,,2,1,3,3,3,1
2,,0,23,15,2,2,1,1,,1,,2,,2,4,3,1,3,1
3,4,1,1,10,2,2,2,1,1,1,2,2,2,2,3,2,3,3,2
3,1,0,26,15,1,2,1,2,2,1,,,,2,3,1,1,3,1
3,1,1,23,10,2,2,2,1,1,1,2,2,2,2,4,2,1,3,1
3,1,0,,5,1,2,1,1,1,1,2,,,2,4,2,4,3,1
3,1,0,19,10,1,2,1,1,1,1,2,2,,2,4,3,1,3,1
1,,3,23,13,1,2,2,1,1,2,,2,,2,4,3,1,3,1
3,1,1,1,3,1,1,2,1,2,1,2,,2,2,4,2,1,3,2
3,,1,23,10,2,2,1,1,,1,2,2,,2,4,3,3,3,1
