STOP_WAS_INITIATED,JURISDICTION_DESCRIPTION,OBSERVED_DURATION_MINUTES,SUSPECTED_CRIME_DESCRIPTION,STOP_DURATION_MINUTES,OTHER_PERSON_STOPPED_FLAG,FRISKED_FLAG,SEARCHED_FLAG,ASK_FOR_CONSENT_FLG,CONSENT_GIVEN_FLG,WEAPON_FOUND_FLAG,PHYSICAL_FORCE_VERBAL_INSTRUCTION_FLAG,SUSPECTS_ACTIONS_PROXIMITY_TO_SCENE_FLAG,SEARCH_BASIS_INCIDENTAL_TO_ARREST_FLAG,SUSPECT_SEX,SUSPECT_RACE_DESCRIPTION,SUSPECT_BODY_BUILD_TYPE,STOP_LOCATION_SECTOR_CODE,STOP_LOCATION_BORO_NAME,SUSPECT_ARRESTED_FLAG
3,1,0,1,30,2,1,1,1,,1,2,2,,1,1,3,3,2,1
3,,1,1,30,2,2,1,1,,1,2,,,1,2,3,3,2,1
3,,1,1,30,2,2,1,1,,1,2,2,,1,1,1,3,2,1
3,,1,1,5,1,1,1,1,,1,2,2,,2,1,2,1,2,2
3,1,1,1,3,1,2,1,2,2,1,2,2,,2,1,3,4,2,2
1,,1,19,10,2,1,1,1,1,1,2,,,2,1,3,2,2,1
1,,1,19,10,2,1,1,2,2,1,2,2,,2,1,1,2,2,1
3,1,1,,1,1,2,1,1,1,1,2,2,,2,1,1,1,2,1
2,,1,1,18,2,2,1,1,2,1,2,2,,2,1,1,1,2,1
2,1,1,,18,2,2,1,1,2,1,2,2,,2,1,1,1,2,1
2,1,5,6,48,1,1,2,1,1,1,,2,,2,1,3,4,2,1
3,1,1,3,5,1,2,2,1,1,1,,2,,2,1,3,2,2,1
3,1,1,23,3,1,2,1,1,1,1,2,2,,2,1,2,2,2,1
3,,1,,1,1,2,1,1,1,1,2,2,,2,1,2,3,2,1
3,1,3,19,3,2,1,1,1,1,1,,,,1,1,1,1,2,1
3,1,1,3,10,1,1,1,1,1,1,2,2,,2,1,3,1,2,1
1,,1,19,15,1,2,2,1,1,1,2,,2,2,1,3,4,2,2
1,1,1,19,2,1,1,1,1,1,1,2,,,1,1,3,4,2,1
2,3,1,,1,1,2,1,2,2,1,2,,,2,1,2,3,2,1
1,,1,19,2,2,1,1,1,2,1,2,,,2,1,2,4,2,1
1,1,1,19,2,2,1,1,1,1,1,2,,,1,1,2,4,2,1
3,1,1,3,13,2,1,2,1,1,1,2,,2,2,1,2,3,2,2
3,1,1,3,13,2,1,2,1,1,1,2,,2,2,1,3,3,2,2
2,,1,,8,2,2,2,2,2,2,2,,,2,1,3,2,2,2
2,,1,,8,2,2,2,2,2,2,2,,,2,1,3,2,2,2
1,1,1,3,15,1,1,2,2,2,1,,2,2,2,1,3,1,2,2
3,1,1,19,10,1,1,1,1,1,1,2,2,,1,1,3,4,2,1
3,,0,,5,1,2,1,2,2,1,2,2,,2,1,1,1,2,1
3,,0,19,10,1,2,2,1,2,1,2,2,2,2,1,1,4,2,2
1,,0,23,10,1,2,2,1,2,1,,,,2,1,3,3,2,1
2,1,1,,1,1,2,2,1,2,1,2,,,2,1,3,4,2,1
3,,2,3,10,1,2,2,1,2,1,2,2,2,2,1,2,2,2,1
1,1,1,23,1,1,2,1,1,,1,2,2,,2,1,3,1,2,1
3,1,1,23,30,2,2,2,1,1,1,2,2,,2,1,3,4,2,1
1,2,1,1,10,1,1,1,,,1,2,,,2,1,2,3,2,1
1,1,3,19,30,1,2,1,2,2,1,,,,2,1,3,3,2,1
3,1,1,19,30,2,1,1,1,1,1,2,2,,2,1,3,1,2,1
3,,1,19,30,2,1,1,1,1,1,2,2,,1,2,3,1,2,1
3,3,1,,5,2,2,1,2,2,1,2,,,2,4,3,1,2,1
2,2,1,,4,1,1,2,1,1,2,2,,,2,3,2,1,2,1
3,2,1,,1,1,1,1,1,2,1,2,,,2,1,3,4,2,1
3,1,1,13,52,2,2,2,1,1,1,2,2,2,2,1,3,1,2,2
3,1,1,13,52,2,2,2,1,1,1,2,2,2,2,1,2,1,2,2
3,1,1,19,4,1,2,2,1,,1,2,,2,2,3,3,3,2,2
3,1,1,19,2,1,1,1,1,1,1,2,2,,2,1,3,3,2,1
3,1,1,13,8,2,1,1,1,1,1,2,2,,2,1,2,2,2,1
3,1,1,13,8,2,1,1,1,1,1,2,2,,2,1,3,2,2,1
3,1,1,,7,1,2,2,1,,2,2,,,2,1,3,,2,1
3,1,1,13,8,2,1,1,1,1,1,2,2,,2,1,3,2,2,1
1,,1,3,5,1,2,2,1,1,1,2,2,2,2,4,2,1,2,2
3,1,1,23,40,2,2,2,1,1,1,2,2,2,2,3,3,2,2,2
3,1,1,23,40,2,2,2,1,1,1,2,2,2,2,3,3,2,2,2
3,1,1,23,40,2,2,2,1,1,1,2,2,2,2,1,3,2,2,2
3,1,1,23,40,2,2,2,1,1,1,2,2,2,2,3,3,2,2,2
3,1,1,23,40,2,2,2,1,1,1,2,2,2,2,4,3,2,2,2
3,1,1,23,40,2,2,2,1,1,1,2,2,2,2,4,3,2,2,2
3,1,30,1,5,1,1,1,1,,1,2,2,,2,1,3,,2,1
3,1,2,1,16,2,1,1,1,1,1,2,,,2,1,2,1,2,1
3,1,2,1,16,2,1,1,1,1,1,2,,,2,1,2,1,2,1
3,1,2,1,16,2,1,1,1,1,1,2,,,2,1,3,1,2,1
3,1,2,1,16,2,1,1,1,1,1,2,,,2,1,2,1,2,1
3,1,2,26,15,1,1,1,1,1,1,2,2,,2,4,1,2,2,1
3,1,5,7,28,2,1,1,1,1,1,2,,,1,1,1,4,2,2
3,1,5,13,22,2,1,2,1,,1,2,,,2,1,2,4,2,1
3,,1,3,12,1,1,1,1,1,1,2,,,2,1,3,1,2,1
3,1,0,,10,1,1,2,2,2,1,2,,,2,3,1,2,2,1
3,3,1,,2,1,2,2,2,2,1,2,,,2,1,2,1,2,1
3,3,1,23,1,1,2,1,1,1,1,2,,,2,1,3,1,2,1
2,2,0,26,5,1,1,1,2,2,1,2,,,1,2,2,3,2,1
3,,1,19,10,1,2,1,1,1,2,2,,,2,1,3,3,2,1
3,,1,5,15,1,2,2,1,1,1,2,2,2,2,3,1,1,2,2
2,1,1,18,16,1,2,2,1,1,1,2,,2,2,2,3,1,2,2
2,,8,19,3,1,1,2,1,,1,2,,2,2,1,2,4,2,2
2,,27,19,1,1,1,2,1,,1,2,,2,1,4,2,2,2,2
3,1,1,11,5,1,1,1,1,,1,2,,,2,2,1,2,2,1
3,2,0,26,2,1,1,1,1,1,1,,,,2,1,3,1,2,1
1,1,0,19,5,1,2,1,1,,1,2,,,2,4,3,1,2,1
3,1,1,3,22,1,2,2,2,2,1,2,2,2,2,1,3,1,2,2
3,1,1,26,15,1,1,1,1,1,1,2,2,,2,1,1,1,2,1
1,3,0,1,8,1,1,1,1,1,1,2,,,2,1,2,1,2,1
3,,1,5,14,2,1,1,1,1,1,2,2,,2,2,1,1,2,1
2,3,3,,8,1,2,1,1,1,1,2,,,2,1,2,4,2,1
3,,0,23,8,1,1,1,1,1,1,2,,,1,1,3,1,2,1
2,1,2,,4,1,2,1,1,,1,2,,,2,1,3,1,2,1
2,1,1,14,10,1,2,1,1,2,1,2,,,2,1,2,3,2,1
3,1,1,3,2,1,2,2,1,1,1,2,2,,2,1,3,1,2,1
3,1,1,,5,1,2,2,2,2,1,,,,2,1,2,3,2,1
3,1,1,,5,2,2,2,1,1,2,2,2,,2,1,3,2,2,1
1,,1,13,8,1,2,2,1,1,2,2,,,2,1,3,4,2,1
2,3,1,6,24,1,2,2,1,1,1,2,,,2,1,2,4,2,1
3,1,2,1,17,2,1,1,1,1,1,2,2,,2,1,2,1,2,2
2,,0,6,15,1,2,2,2,2,1,2,,,2,4,3,1,2,1
1,1,10,1,4,1,2,2,1,1,1,2,,2,2,2,2,4,2,2
3,1,1,14,8,1,2,1,1,1,1,2,2,,2,4,2,4,2,1
3,3,2,11,10,1,1,1,1,2,1,2,,,2,1,2,4,2,1
3,1,1,,3,1,2,2,2,2,2,2,,,2,1,1,2,2,2
3,,1,1,5,1,1,1,1,1,1,2,,,2,1,3,3,2,1
3,1,1,,5,2,2,1,2,1,1,2,2,,2,1,3,1,2,1
3,1,1,19,22,2,1,1,1,1,1,2,2,,2,1,3,4,2,1
3,1,1,19,22,2,1,2,1,1,1,2,2,2,1,1,1,4,2,2
3,,1,,20,1,1,1,1,1,1,2,,,,1,3,3,2,1
3,3,5,13,15,1,1,1,2,2,1,2,,,2,3,3,4,2,1
3,1,0,23,5,1,2,1,1,1,1,2,2,,2,1,2,1,2,1
3,1,0,1,2,1,2,1,1,1,1,2,,,2,4,4,3,2,1
3,,5,,5,1,2,1,,,1,2,2,,,,2,,2,1
2,,1,,5,2,2,1,1,1,1,2,,,2,1,1,2,2,1
1,,1,,3,1,2,2,1,1,1,2,,,1,1,3,3,2,1
2,1,1,26,3,1,1,1,1,1,1,2,,,2,1,3,1,2,1
3,1,1,19,5,1,1,1,1,1,1,,,,2,1,3,1,2,2
3,1,8,23,0,1,1,1,1,1,1,2,,,1,1,3,1,2,1
3,1,1,3,6,1,1,1,1,1,1,2,2,,2,1,3,1,2,1
1,1,1,,1,1,2,1,2,2,1,2,,,2,1,2,3,2,1
2,,1722,12,174,1,1,1,1,1,1,2,,,2,1,3,3,2,1
3,1,1,19,10,1,2,2,2,2,1,2,2,,2,1,2,4,2,1
3,,1,19,6,1,2,2,1,1,1,2,2,2,2,1,3,4,2,2
3,1,1,,10,2,2,1,1,1,1,2,2,,2,1,4,2,2,1
3,1,1,,10,2,2,1,1,1,1,2,2,,2,1,3,2,2,1
3,1,1,,10,2,2,1,1,1,1,2,2,,2,1,1,2,2,1
3,1,1,,10,2,2,1,1,1,1,2,2,,2,1,2,2,2,1
3,1,1,,10,2,2,1,1,1,1,2,2,,2,1,2,2,2,1
3,1,1,,10,2,2,1,1,1,1,2,2,,2,1,1,2,2,1
2,,1,23,4,2,2,1,1,,1,2,2,,2,1,3,1,2,1
2,,1,23,5,2,2,2,2,2,1,2,2,,2,4,3,1,2,1
3,,1,23,5,1,2,1,1,1,1,2,,,2,4,2,4,2,1
3,,1,,5,1,2,2,1,1,1,2,2,2,2,1,2,4,2,2
3,,1,19,5,1,1,1,1,1,1,2,,,2,4,2,1,2,2
3,1,1,23,10,1,1,1,1,1,1,,2,,2,1,3,3,2,1
3,3,349,,35,1,2,1,1,1,1,2,,,2,4,3,4,2,1
3,1,8,,4,1,2,2,2,2,1,2,,,2,1,2,2,2,1
3,1,1,3,5,1,1,1,1,1,1,2,2,,2,5,3,4,2,1
3,1,1,1,5,1,2,1,1,1,1,,,,2,1,,1,2,1
3,3,1,19,5,1,2,2,1,1,1,2,,,2,1,2,4,2,2
3,1,0,3,3,2,1,1,1,1,1,2,2,,2,4,3,3,2,1
3,1,0,3,3,2,1,1,1,1,1,2,2,,2,2,3,3,2,1
2,,0,1,34,1,2,1,1,,1,2,2,,2,1,3,1,2,1
2,3,1,26,6,1,2,1,2,2,1,2,,,2,1,2,4,2,1
1,1,2,23,6,1,2,1,1,1,1,,,,2,1,1,2,2,1
3,1,1,23,1,2,2,2,1,1,1,2,2,2,2,1,2,1,2,2
3,1,1,23,1,2,2,2,1,1,1,2,2,2,1,1,3,1,2,2
2,3,1,11,16,1,1,2,1,,1,2,,2,2,4,2,4,2,2
3,1,0,14,7,2,1,1,1,1,1,2,2,,2,1,3,4,2,1
3,1,0,14,10,2,1,1,1,1,1,2,2,,2,1,3,4,2,1
3,1,0,14,10,2,1,1,1,1,1,2,2,,2,1,3,4,2,1
3,1,0,14,10,2,1,1,1,1,1,2,2,,2,1,3,4,2,1
2,1,10,19,10,1,1,1,1,1,1,2,2,,2,1,3,3,2,2
3,2,1,12,11,1,1,1,1,1,1,2,2,,2,4,3,1,2,1
3,,1,23,5,2,2,2,1,1,1,2,,2,2,4,3,3,2,2
1,1,0,19,10,1,2,2,2,2,1,2,,,2,1,2,2,2,1
3,,1,,3,1,2,1,1,1,1,2,,,2,1,1,1,2,1
3,1,1,,7,1,2,1,1,2,2,2,2,,2,1,1,3,2,1
3,3,1,23,3,1,2,1,1,,1,2,,,2,3,2,4,2,1
2,3,1,3,10,1,1,1,1,,1,2,,,2,4,2,4,2,1
3,1,3,,2,1,2,1,1,2,1,2,,,2,1,3,2,2,1
3,3,2,1,22,1,2,2,1,1,1,2,2,2,2,1,3,1,2,2
3,1,5,9,5,2,1,1,1,1,1,,,,2,1,2,3,2,1
2,3,10,11,5,1,1,1,1,,1,2,,,2,1,2,1,2,1
2,,1,8,3,2,2,1,1,2,1,2,,,2,1,3,4,2,1
3,,1,1,10,1,2,1,1,1,1,2,,,2,1,3,4,2,1
2,1,1,,3,2,2,1,1,2,1,2,,,2,1,1,3,2,1
2,1,2,,3,1,2,1,1,,2,2,,,2,1,3,3,2,1
3,1,5,,2,2,2,1,1,1,1,2,,,2,1,1,2,2,1
3,,5,,2,2,2,1,1,1,1,2,,,2,1,3,2,2,1
2,,1,,3,2,2,1,1,1,1,2,2,,2,1,3,2,2,1
2,1,1,,3,2,2,1,1,,1,2,,,2,1,3,2,2,1
3,1,1,3,10,1,2,1,1,1,1,2,2,,2,4,3,4,2,1
3,1,2,,1,1,2,1,1,1,1,2,,,2,1,3,4,2,1
3,1,1,13,3,1,1,1,1,1,1,2,,,1,1,3,4,2,1
3,1,1,19,10,1,1,1,1,1,1,2,,,2,1,2,1,2,1
3,1,0,23,5,1,1,1,1,,1,2,,,2,1,2,4,2,1
3,3,0,19,6,1,1,1,1,1,1,2,,,2,1,2,4,2,1
3,3,1,23,5,2,2,1,1,1,1,2,2,,2,1,2,4,2,1
3,,2,,15,2,1,1,1,,1,2,,,2,1,1,1,2,1
3,1,1,26,1,1,2,1,1,1,1,2,,,2,1,1,1,2,1
3,,1,26,15,1,2,1,1,1,1,2,,,2,1,3,4,2,1
1,,1,,1,1,2,2,2,2,2,2,,,2,1,2,4,2,2
3,,1,1,10,1,1,1,1,,1,2,2,,2,1,2,2,2,2
3,3,1,,3,1,2,1,1,1,1,2,2,,2,1,2,4,2,1
2,,1,,5,1,2,1,1,1,1,2,,,2,1,3,3,2,1
3,1,1,16,17,1,1,2,2,2,1,2,,,2,3,2,2,2,1
3,1,1,,5,1,2,1,1,2,1,2,,,2,1,1,4,2,1
3,1,1,23,5,1,1,1,1,1,1,2,,,2,1,2,4,2,1
3,,1,3,5,1,1,1,1,1,1,2,2,,2,1,3,2,2,1
2,,1,3,9,1,1,1,1,1,1,2,,,2,1,3,4,2,1
3,1,1,,4,1,2,1,1,1,1,2,,,2,1,2,3,2,1
1,1,1,1,5,2,2,1,1,1,1,2,2,2,1,1,2,4,2,1
1,1,0,4,10,1,2,2,1,1,1,,,,2,1,4,3,2,1
3,1,1,1,8,1,1,2,1,1,1,2,2,2,1,1,1,2,2,2
3,,2,,5,2,2,2,2,2,1,2,2,,2,1,2,3,2,1
3,,2,,5,2,2,2,2,2,1,2,,,2,1,3,3,2,1
3,,2,,5,2,2,2,2,2,1,2,2,,2,1,3,3,2,1
3,1,1,,2,1,2,2,1,2,2,2,2,2,2,1,2,4,2,1
3,1,1,23,4,2,1,1,1,,1,2,2,,2,1,2,4,2,1
3,1,1,23,4,2,1,1,1,1,1,2,2,,2,1,2,4,2,1
3,1,1,1,5,1,1,1,1,,1,2,,,2,1,1,3,2,1
3,,1,,5,1,2,1,2,2,1,2,,,2,1,2,2,2,1
3,1,1,3,20,2,1,1,1,1,1,2,2,,2,1,3,4,2,1
3,1,1,3,20,2,1,1,1,1,1,2,2,,2,1,2,4,2,1
1,2,5,23,20,2,2,1,1,2,1,,2,,2,1,2,3,2,1
3,3,1,11,15,1,1,1,1,1,1,2,,,2,1,2,1,2,1
3,2,1,13,5,1,1,2,1,1,2,2,,2,2,4,2,1,2,2
3,3,1,,3,1,1,1,1,1,1,2,,,2,1,2,3,2,1
2,,2,22,7,1,1,1,1,,1,2,,,2,4,2,4,2,1
3,1,1,3,5,2,1,1,1,1,1,2,2,,2,2,3,2,2,1
3,1,1,3,5,2,2,1,1,1,1,2,2,,2,2,3,2,2,1
3,1,1,3,5,2,1,1,1,1,1,2,2,,1,2,2,2,2,1
1,,3,13,3,1,2,2,2,2,1,,,,2,1,2,2,2,1
2,1,1,26,48,1,1,1,1,1,1,2,,,2,2,3,3,2,1
1,1,1,23,10,2,1,1,1,1,1,2,2,,2,1,2,1,2,1
3,,0,,9,1,1,1,1,1,1,2,2,,2,4,3,3,2,1
3,1,10,23,15,2,2,1,1,1,1,2,2,,2,1,3,3,2,1
3,,1,26,2,1,2,2,2,2,1,2,2,,2,4,3,2,2,1
3,1,1,,41,2,2,2,2,2,1,2,2,,2,,3,2,2,2
1,,1,,10,1,2,1,2,2,1,2,,,2,4,2,1,2,1
3,1,3,23,1,2,1,1,1,1,1,2,2,,2,1,3,3,2,1
3,1,1,,35,1,2,1,1,1,1,2,,,2,4,2,2,2,1
3,,1,23,15,1,1,1,1,1,1,2,2,,1,4,3,4,2,1
2,1,0,6,10,2,1,1,1,1,1,2,,,2,1,3,2,2,1
2,,2,6,5,1,1,2,2,2,1,2,,,2,3,1,3,2,1
3,3,1,3,2,1,1,1,1,1,1,2,2,,2,4,2,2,2,1
3,1,1,1,10,2,1,1,1,1,1,2,2,,2,4,3,4,2,1
3,1,1,1,10,2,1,1,1,1,1,2,2,,2,4,3,4,2,1
3,1,2,16,3,1,2,2,2,2,1,2,,,2,1,3,1,2,1
3,1,0,,10,1,2,2,1,1,2,2,2,,2,3,3,4,2,2
3,,1,,6,2,1,1,1,2,1,2,2,,2,1,1,3,2,1
3,,1,,6,2,1,1,1,2,1,2,2,,2,1,1,3,2,1
3,,1,3,10,1,1,1,1,1,1,2,2,,2,4,3,4,2,1
1,,2,3,15,1,1,1,1,1,1,2,2,,2,1,2,1,2,1
2,,5,26,30,2,2,2,2,2,1,2,,,2,1,1,2,2,1
2,1,1,9,3,2,2,2,2,2,2,2,,2,2,4,3,4,2,2
3,,1,1,30,2,1,1,1,1,1,2,2,,2,1,3,4,2,1
3,1,1,3,5,1,2,1,1,1,1,2,,,2,1,1,1,2,1
2,1,1,26,12,2,2,1,1,1,1,2,,,2,4,2,4,2,1
2,1,1,26,12,2,2,2,1,1,2,2,,,2,4,3,4,2,1
2,1,1,26,12,2,2,1,1,1,1,2,,,2,4,2,4,2,1
1,1,1,23,5,2,1,1,1,1,1,2,,,2,1,2,3,2,1
1,,1,23,5,2,1,1,1,1,1,2,,,1,4,3,3,2,1
1,,1,23,5,2,1,1,1,1,1,2,,,1,4,2,3,2,1
1,,1,23,5,2,1,1,1,1,1,2,,,1,4,2,3,2,1
2,1,0,15,10,1,1,1,1,,1,2,,,2,4,2,3,2,1
3,,5,3,10,1,2,1,1,1,1,2,2,,2,4,3,2,2,1
3,1,1,26,23,1,2,1,1,1,1,,2,,2,1,2,3,2,2
3,1,1,26,2,1,1,1,1,1,1,2,,,2,1,2,3,2,1
3,2,1,25,10,1,2,2,2,2,1,2,2,,2,1,3,3,2,1
3,2,5,1,5,1,1,1,1,,1,2,2,,1,1,3,2,2,1
3,,5,19,5,2,1,1,1,1,1,2,2,,2,1,3,4,2,1
2,2,2,,1,1,1,1,1,1,2,2,,,2,1,2,1,2,1
3,,5,19,5,2,1,1,1,1,1,2,2,,2,1,3,4,2,1
3,,5,19,5,2,1,1,1,1,1,2,2,,2,1,3,4,2,1
3,,5,19,5,2,1,1,1,1,1,2,2,,2,1,3,4,2,1
3,1,1,23,2,1,1,1,1,1,1,,2,,2,1,2,3,2,1
3,1,1,3,8,1,1,1,1,1,1,2,,,2,1,2,2,2,2
1,1,1,23,10,2,2,1,1,1,1,2,,,2,2,1,2,2,1
3,1,1,1,12,2,1,1,1,1,1,2,,,2,1,3,3,2,1
3,,1,1,12,2,1,1,1,1,1,2,,,2,1,3,3,2,1
3,2,1,16,3,1,2,1,1,1,1,2,2,,2,1,2,3,2,1
3,1,5,16,15,1,2,1,2,2,1,2,2,,2,2,2,4,2,1
2,3,1,11,10,1,1,2,1,2,1,2,,2,2,1,2,2,2,1
3,1,1,3,15,1,1,1,1,1,1,,,,2,1,2,1,2,1
1,1,3,15,34,2,1,1,1,1,1,2,,,2,2,3,2,2,1
1,1,3,15,28,2,2,2,1,1,1,2,,,2,4,3,2,2,1
3,1,1,11,5,1,1,1,1,1,1,2,2,,2,1,2,3,2,1
3,2,2,23,11,2,2,1,,,1,2,,,2,1,1,3,2,2
2,1,2,14,15,2,2,1,2,2,1,,,,2,3,1,1,2,1
2,,1,13,5,2,2,2,1,1,1,2,,2,2,1,3,2,2,2
2,,1,13,5,2,1,1,1,1,1,2,,,2,4,2,2,2,1
1,2,1,1,10,1,1,1,1,,1,2,,,2,1,3,3,2,1
3,1,1,19,14,1,1,2,1,1,1,2,,2,2,4,3,1,2,2
3,2,1,23,3,2,1,1,1,1,1,2,2,,2,1,,2,2,1
3,2,1,23,3,2,1,1,,,1,2,2,,2,1,,2,2,1
2,3,1,14,33,2,2,1,1,1,1,2,,,2,1,2,2,2,1
2,3,1,14,33,2,1,1,1,1,1,2,,,2,1,2,2,2,1
1,3,1,19,10,2,1,1,1,2,1,2,,,2,1,3,2,2,1
1,3,1,19,10,2,1,1,1,2,1,2,,,2,1,3,2,2,1
1,3,1,19,10,2,1,1,1,2,1,2,,,2,1,3,2,2,1
3,2,5,26,2,1,2,2,1,1,1,,,2,2,1,1,1,2,2
1,,1,,35,2,2,1,1,1,1,2,2,,2,1,3,1,2,1
1,,1,,35,2,2,1,1,1,1,2,2,,2,1,3,1,2,1
3,1,1,13,3,1,1,1,1,1,1,2,2,,2,1,3,3,2,1
3,1,3,19,6,1,1,2,2,2,1,2,2,,2,1,2,4,2,1
3,1,0,26,15,1,2,1,1,2,2,2,,,2,1,3,4,2,1
1,2,2,1,4,1,1,1,1,,1,2,,,2,1,3,3,2,1
3,1,1,1,23,1,1,1,1,1,1,2,2,,2,1,2,2,2,1
3,,1,14,12,1,1,1,1,1,1,2,2,,2,1,2,2,2,1
1,1,2,23,2,1,1,1,1,1,1,2,,,2,1,2,4,2,1
1,1,2,23,2,1,1,1,1,1,1,2,,,2,1,2,4,2,1
3,3,15,,1,1,2,1,1,2,1,2,2,,2,1,3,2,2,1
3,,1,23,5,2,1,1,1,1,1,2,2,,2,1,3,1,2,1
3,,1,23,5,2,1,1,1,1,1,2,2,,2,1,3,1,2,1
3,1,1,23,10,1,1,1,1,1,1,2,2,,2,4,2,2,2,1
1,,10,1,15,1,2,1,1,1,1,2,2,,2,2,2,2,2,1
3,2,0,16,5,1,2,2,1,1,2,2,,,2,1,2,3,2,1
3,,1,23,3,1,1,1,1,1,1,2,,,1,1,3,3,2,1
3,1,1,23,10,2,1,2,1,1,1,2,,2,2,1,3,4,2,2
3,,1,23,10,2,2,2,1,1,1,2,,2,2,1,1,4,2,2
3,,1,23,10,2,2,2,1,1,1,2,,2,2,1,1,4,2,2
2,3,1,11,9,1,1,1,1,1,1,,,,2,1,2,3,2,1
2,1,10,6,5,1,1,1,1,1,1,2,,,2,1,3,1,2,1
3,1,1,14,8,1,1,2,2,2,1,2,2,,2,4,3,4,2,1
1,,0,5,4,1,1,1,1,1,1,2,2,,2,1,1,4,2,1
3,1,1,3,9,1,2,1,1,1,1,2,2,,2,1,3,4,2,1
3,1,0,13,1,2,1,1,1,1,1,2,,,2,1,1,1,2,1
3,1,1,14,4,1,1,1,1,1,1,2,2,,2,1,3,1,2,1
3,1,1,19,15,1,1,1,1,1,1,2,2,,2,1,3,1,2,1
3,,2,16,40,1,1,1,1,2,1,2,,,1,1,2,4,2,1
3,1,2,,2,1,2,1,1,1,1,2,,,2,1,2,1,2,1
3,,1,1,10,1,1,1,1,,1,,,,2,1,2,1,2,1
3,,1,,16,1,2,1,1,,1,2,,,2,4,1,3,2,1
3,1,1,1,7,1,1,1,1,1,1,2,2,,2,1,3,1,2,2
1,1,2,19,15,1,1,2,1,1,1,2,,2,2,1,3,2,2,2
2,,1,23,4,2,2,1,1,,1,2,,,2,1,3,1,2,1
3,1,1,19,15,1,1,2,1,1,1,2,2,2,2,1,3,1,2,2
3,1,1,3,5,2,1,1,1,1,1,2,2,,2,1,2,3,2,1
3,3,1,,10,1,1,2,2,2,1,2,,,2,1,3,3,2,1
3,3,1,,10,1,1,2,2,2,1,2,,,2,1,3,3,2,1
3,1,30,16,10,1,1,1,1,1,1,2,2,,2,1,2,1,2,1
3,1,1,19,3,1,1,1,2,2,1,2,,,1,1,3,3,2,1
2,3,1,,5,1,2,2,1,,2,2,2,,2,3,3,3,2,2
2,3,0,26,3,1,2,2,1,1,2,,,,2,1,3,3,2,2
3,2,1704,1,2,1,1,2,1,,1,,,2,1,1,2,4,2,2
3,3,1,,6,2,2,1,2,2,1,2,2,,2,4,1,3,2,1
3,1,1,23,10,1,2,2,1,1,1,2,2,2,2,1,2,4,2,2
3,3,1,,6,2,2,1,2,2,1,2,2,,2,1,2,3,2,1
3,1,1,26,20,1,2,1,1,1,1,2,,,2,1,,1,2,1
3,1,7,23,15,1,1,1,1,1,1,2,,,2,1,3,4,2,1
1,1,5,,1,1,2,2,1,1,2,,,2,2,1,2,1,2,1
3,3,1,26,20,1,2,1,1,1,1,,,,2,1,4,3,2,1
1,,0,5,8,1,2,2,1,1,1,2,2,2,2,1,1,2,2,2
3,3,0,,30,2,2,1,2,2,1,2,2,,2,1,2,3,2,1
3,3,0,,30,2,2,1,2,2,1,2,2,,2,3,2,3,2,1
3,3,0,,30,2,2,1,2,2,1,2,2,,2,4,2,3,2,1
3,1,1,23,3,1,1,1,1,,1,2,2,,2,1,2,3,2,1
1,3,1,11,30,1,1,2,2,2,1,2,,,1,3,2,2,2,1
2,3,1,11,5,1,1,1,1,1,1,2,,,2,3,3,2,2,1
1,3,1,11,5,1,1,2,1,1,1,2,,2,2,4,2,2,2,2
3,,1,,10,1,2,2,1,2,1,2,,,2,4,2,2,2,1
3,,3,23,5,1,1,1,1,1,1,2,,,2,1,2,3,2,1
3,1,5,13,5,1,1,2,2,2,1,2,,,2,4,3,4,2,1
2,,1,,5,2,2,2,1,1,2,2,,2,2,1,2,3,2,2
1,,1,15,1,2,2,2,1,1,1,2,2,2,2,4,2,1,2,2
3,1,5,26,5,1,2,2,2,2,1,,2,2,2,1,1,4,2,1
1,,1,15,1,2,2,1,1,1,1,2,2,,2,2,2,1,2,1
1,1,1,5,5,2,2,2,1,1,1,2,2,2,2,1,2,2,2,2
1,,5,23,8,2,2,1,1,1,1,,,,2,1,3,2,2,2
2,1,2,23,4,1,2,2,1,1,2,2,,,2,4,3,3,2,2
3,1,1,,5,1,2,1,1,1,1,2,2,,,1,3,2,2,1
3,,1,,3,1,2,2,1,1,1,2,,,2,4,2,3,2,1
3,1,2,18,21,1,1,1,1,1,1,2,,,2,3,2,2,2,1
2,1,1,8,4,2,2,2,1,1,1,2,,2,2,3,2,1,2,1
3,1,1,26,5,1,1,1,1,1,1,2,,,2,3,2,1,2,1
3,1,5,3,5,1,2,2,1,1,1,,2,,2,1,2,2,2,1
3,3,0,11,5,1,1,1,1,1,1,2,,,1,1,3,3,2,1
2,3,0,11,4,1,1,1,1,1,1,2,,,1,4,3,2,2,1
3,3,330,1,33,1,1,1,1,1,1,2,,,2,3,1,2,2,2
3,1,1,13,3,1,1,2,1,1,1,2,,2,2,3,2,4,2,2
3,,2,,6,1,2,1,1,1,1,2,,,2,3,1,4,2,1
3,3,1,,4,1,2,1,2,2,1,2,,,2,1,3,3,2,1
3,,1,5,6,1,1,1,1,1,1,2,,,2,1,3,1,2,1
3,1,3,3,5,2,1,1,1,1,1,2,,,2,1,3,4,2,1
3,1,3,3,5,2,1,1,1,1,1,2,,,2,1,3,4,2,1
